"date","objID","Repeat","temp","site","nburrow","wsburrow","rcburrow","empty","otherburrow","aburrow","natburrow","time","grid","vegtype","vegstruct","bare","dragons","outside","adragon","ndragons","padragons"
2018-03-25,"JE18",5,23.5,"Jerra East",10,6,0,4,0,0,10,13.4,"outside","NTG","10-15cm","2-5",0,0,0,0,0
2018-03-25,"JE23",5,21.3,"Jerra East",12,2,1,4,1,4,8,14.6666666666667,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-25,"JE31",5,24,"Jerra East",7,1,0,1,5,0,7,11.1833333333333,"outside","native pasture","5-10cm",">30%",0,0,0,0,0
2018-03-25,"JE45",5,19.8,"Jerra East",13,1,0,4,3,5,8,15.35,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-25,"JE35",5,21.6,"Jerra East",8,0,0,6,2,0,8,11.6333333333333,"outside","NTG","<3cm",">30%",0,0,0,0,0
2018-03-25,"JE24",5,21.4,"Jerra East",11,1,0,3,2,5,6,14.5,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-25,"JE9",5,24.2,"Jerra East",11,0,0,4,7,0,11,11.35,"outside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-25,"JE2",5,18.8,"Jerra East",10,2,1,6,1,0,10,15.9,"outside","native pasture","3-5cm",">30%",0,0,0,0,0
2018-03-25,"JE27",5,21.8,"Jerra East",1,0,0,0,1,0,1,14.35,"outside","native pasture","3-5cm","2-5",0,0,0,0,0
2018-03-25,"JE22",5,21,"Jerra East",9,1,0,4,0,4,5,14.85,"inside","NTG","3-5cm",">30%",0,0,0,0,0
2018-03-25,"JE42",5,23.5,"Jerra East",15,0,0,12,3,0,15,13.1666666666667,"outside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-25,"JE5",5,19.4,"Jerra East",20,5,0,12,3,0,20,15.4333333333333,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-25,"JE6",5,23.4,"Jerra East",16,2,0,13,1,0,16,12.7,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-03-25,"JE47",5,23.2,"Jerra East",9,2,0,4,3,0,9,13.8166666666667,"outside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-25,"JE36",5,21.6,"Jerra East",5,1,0,4,0,0,5,12.1,"outside","NTG","3-5cm",">30%",0,0,0,0,0
2018-03-25,"JE29",5,21.3,"Jerra East",6,1,0,5,0,0,6,14.6,"outside","native pasture","<3cm","2-5",0,0,0,0,0
2018-03-25,"JE1",5,18.8,"Jerra East",6,0,0,6,0,0,6,16.0166666666667,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-03-25,"JE21",5,20.4,"Jerra East",11,1,0,5,0,5,6,14.9,"inside","NTG","3-5cm","16-30",0,0,0,0,0
2018-03-25,"JE41",5,23.3,"Jerra East",3,1,0,2,0,0,3,13.0333333333333,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-25,"JE37",5,20.7,"Jerra East",17,0,0,11,6,0,17,12.3166666666667,"outside","NTG","<3cm","6-15",0,0,0,0,0
2018-03-25,"JE43",5,23.7,"Jerra East",9,3,0,1,5,0,9,13.6,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-03-25,"JE34",5,21.9,"Jerra East",5,0,0,3,2,0,5,11.9333333333333,"outside","native pasture","3-5cm","16-30",0,0,0,0,0
2018-03-25,"JE40",5,23.4,"Jerra East",2,1,0,0,1,0,2,12.8333333333333,"outside","native pasture","3-5cm",">30%",0,0,0,0,0
2018-03-25,"JE48",5,21.8,"Jerra East",7,3,0,2,2,0,7,14.2833333333333,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-25,"JE49",5,19.3,"Jerra East",14,1,0,7,3,3,11,15.6666666666667,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-25,"JE39",5,23.4,"Jerra East",1,0,0,0,1,0,1,12.7,"outside","native pasture","3-5cm",">30%",0,0,0,0,0
2018-03-25,"JE17",5,23.3,"Jerra East",12,1,0,5,6,0,12,12.9666666666667,"outside","NTG","3-5cm",">30%",0,0,0,0,0
2018-03-25,"JE8",5,21.6,"Jerra East",14,1,0,7,6,0,14,11.6833333333333,"outside","NTG","10-15cm","6-15",0,0,0,0,0
2018-03-25,"JE50",5,19,"Jerra East",23,5,0,11,2,5,18,15.8333333333333,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-25,"JE7",5,21.9,"Jerra East",15,5,0,7,3,0,15,11.95,"outside","NTG","10-15cm","6-15",0,0,0,0,0
2018-03-25,"JE46",5,19.4,"Jerra East",10,1,0,4,0,5,5,15.5,"inside","NTG","5-10cm","2-5",0,0,0,0,0
2018-03-28,"Ck43",4,25.8,"Cookanalla",2,0,0,1,1,0,2,14.9833333333333,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-28,"Ck16",4,24.1,"Cookanalla",0,0,0,0,0,0,0,12.9166666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-28,"Ck31",4,25.1,"Cookanalla",5,2,0,3,0,0,5,13.4666666666667,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-28,"Ck29",4,20.4,"Cookanalla",2,1,0,1,0,0,2,11.4666666666667,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-28,"Ck23",4,22.4,"Cookanalla",1,0,0,1,0,0,1,12.1,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-28,"Ck37",4,25.8,"Cookanalla",0,0,0,0,0,0,0,14.3333333333333,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-28,"Ck28",4,20.1,"Cookanalla",0,0,0,0,0,0,0,11.2833333333333,"outside","native pasture","10-15cm","<1",0,0,0,0,0
2018-03-28,"Ck22",4,21.6,"Cookanalla",2,1,0,1,0,0,2,11.8833333333333,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-28,"Ck36",4,27.4,"Cookanalla",0,0,0,0,0,0,0,14.8666666666667,"outside","native pasture","10-15cm","16-30",0,0,0,0,0
2018-03-28,"Ck46",4,25.7,"Cookanalla",0,0,0,0,0,0,0,15.35,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-28,"Ck30",4,20.6,"Cookanalla",0,0,0,0,0,0,0,11.65,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-28,"Ck20",4,24.6,"Cookanalla",1,0,0,0,1,0,1,13.0666666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-28,"Ck50",4,25.3,"Cookanalla",1,1,0,0,0,0,1,15.1166666666667,"outside","NTG","10-15cm","6-15",0,0,0,0,0
2018-03-28,"Ck42",4,27.4,"Cookanalla",1,1,0,0,0,0,1,14.6833333333333,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-28,"Ck27",4,21.1,"Cookanalla",0,0,0,0,0,0,0,11.0833333333333,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-28,"Ck39",4,25.3,"Cookanalla",0,0,0,0,0,0,0,13.6166666666667,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-28,"Ck21",4,25.3,"Cookanalla",0,0,0,0,0,0,0,13.3333333333333,"outside","native pasture",">15cm","6-15",0,0,0,0,0
2018-03-28,"Ck41",4,24,"Cookanalla",1,0,0,1,0,0,1,12.8,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-28,"Ck24",4,19.6,"Cookanalla",3,0,0,3,0,0,3,10.8666666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-28,"Ck49",4,25.7,"Cookanalla",1,1,0,0,0,0,1,15.25,"outside","NTG","10-15cm","2-5",0,0,0,0,0
2018-03-28,"Ck40",4,26,"Cookanalla",0,0,0,0,0,0,0,14.5166666666667,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-29,"Ck7",4,30.4,"Cookanalla",1,0,0,1,0,0,1,14.75,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-29,"Ck19",4,29.3,"Cookanalla",1,0,0,1,0,0,1,13.9833333333333,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-29,"Ck11",4,30.2,"Cookanalla",3,0,0,0,3,0,3,16.1333333333333,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-29,"Ck12",4,28.3,"Cookanalla",0,0,0,0,0,0,0,13.5166666666667,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-29,"Ck18",4,29.5,"Cookanalla",2,0,0,2,0,0,2,14.15,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-29,"Ck17",4,29.3,"Cookanalla",0,0,0,0,0,0,0,13.8666666666667,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-29,"Ck6",4,30.7,"Cookanalla",0,0,0,0,0,0,0,15,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-29,"Ck13",4,29.9,"Cookanalla",2,1,0,0,1,0,2,14.5833333333333,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-29,"Ck15",4,28.1,"Cookanalla",3,1,0,1,1,0,3,13.7,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-29,"Ck47",4,28.2,"Cookanalla",2,1,0,0,1,0,2,13.2333333333333,"outside","native pasture","10-15cm","16-30",0,0,0,0,0
2018-03-29,"Ck10",4,30.1,"Cookanalla",2,0,0,1,1,0,2,15.9333333333333,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-03-29,"Ck1",4,30.2,"Cookanalla",2,0,0,2,0,0,2,15.35,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-29,"Ck14",4,28.6,"Cookanalla",2,0,0,1,1,0,2,14.3333333333333,"outside","native pasture",">15cm","16-30",0,0,0,0,0
2018-03-29,"Ck48",4,30.2,"Cookanalla",1,0,0,1,0,0,1,16.2833333333333,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-29,"Ck2",4,30.7,"Cookanalla",1,0,0,1,0,0,1,15.2,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-29,"Ck3",4,29.9,"Cookanalla",3,0,0,3,0,0,3,15.75,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-30,"Ck16",5,27.4,"Cookanalla",0,0,0,0,0,0,0,13.4833333333333,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-30,"Ck102",4,25.9,"Cookanalla",6,0,0,0,0,6,0,12.1333333333333,"inside","NTG","<3cm",">30%",0,0,0,0,0
2018-03-30,"Ck20",5,27.8,"Cookanalla",1,0,0,1,0,0,1,13.6666666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-30,"Ck101",4,26.2,"Cookanalla",7,0,0,1,1,5,2,11.95,"inside","NTG","3-5cm",">30%",0,0,0,0,0
2018-03-30,"Ck23",5,27.8,"Cookanalla",1,1,0,0,0,0,1,13.1666666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-30,"Ck27",5,27.3,"Cookanalla",2,2,0,0,0,0,2,12.8166666666667,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-30,"Ck40",5,29.9,"Cookanalla",0,0,0,0,0,0,0,14.9333333333333,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-30,"Ck22",5,28.2,"Cookanalla",1,1,0,0,0,0,1,13.3333333333333,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-30,"Ck21",5,27.8,"Cookanalla",0,0,0,0,0,0,0,13.5666666666667,"outside","native pasture",">15cm","6-15",0,0,0,0,0
2018-03-30,"Ck33",4,25.9,"Cookanalla",1,1,0,0,0,0,1,12.0833333333333,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-30,"Ck24",5,27.8,"Cookanalla",1,0,0,0,1,0,1,13.0333333333333,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-30,"Ck103",4,25.3,"Cookanalla",6,0,0,0,1,5,1,11.3833333333333,"inside","NTG","5-10cm","6-15",0,0,0,0,0
2018-03-30,"Ck29",5,27,"Cookanalla",1,1,0,0,0,0,1,12.4833333333333,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-30,"Ck31",5,29.6,"Cookanalla",1,0,0,1,0,0,1,15.25,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-30,"Ck34",4,26.5,"Cookanalla",3,1,0,2,0,0,3,11.8,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-30,"Ck108",4,27.8,"Cookanalla",5,0,0,0,1,4,1,12.95,"inside","NTG","5-10cm","2-5",0,0,0,0,0
2018-03-30,"Ck42",5,29.8,"Cookanalla",0,0,0,0,0,0,0,15.1166666666667,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-30,"Ck32",4,25.7,"Cookanalla",0,0,0,0,0,0,0,11.6,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-30,"Ck35",4,24.4,"Cookanalla",0,0,0,0,0,0,0,11.3,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-30,"Ck104",4,25.7,"Cookanalla",8,0,0,2,1,5,3,11.65,"inside","NTG","5-10cm","16-30",0,0,1,1,1
2018-03-30,"Ck38",4,25.3,"Cookanalla",0,0,0,0,0,0,0,11.45,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-30,"Ck28",5,26.8,"Cookanalla",1,0,0,1,0,0,1,12.6833333333333,"outside","native pasture","10-15cm","<1",0,0,0,0,0
2018-03-30,"Ck30",5,26.8,"Cookanalla",1,1,0,0,0,0,1,12.3,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-30,"Ck107",4,27.3,"Cookanalla",6,0,0,2,0,4,2,12.75,"inside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-30,"Ck105",4,26.8,"Cookanalla",10,2,0,1,2,5,5,12.3666666666667,"inside","NTG","5-10cm","6-15",0,0,0,0,0
2018-03-30,"Ck41",5,27.4,"Cookanalla",0,0,0,0,0,0,0,13.3666666666667,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-30,"Ck46",5,29.9,"Cookanalla",0,0,0,0,0,0,0,14.9166666666667,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-30,"Ck39",5,29.8,"Cookanalla",0,0,0,0,0,0,0,15.1,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-30,"Ck37",5,29.6,"Cookanalla",1,0,0,1,0,0,1,15.3,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-30,"Ck106",4,26.8,"Cookanalla",7,0,0,2,1,4,3,12.6,"inside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-31,"Ck10",5,20.4,"Cookanalla",4,0,0,2,2,0,4,11.2,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-03-31,"Ck101",5,22.6,"Cookanalla",5,0,0,0,0,5,0,13.4,"inside","NTG","3-5cm",">30%",0,0,0,0,0
2018-03-31,"Ck106",5,21.8,"Cookanalla",7,0,0,2,1,4,3,12.0833333333333,"inside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-31,"Ck15",5,20.5,"Cookanalla",0,0,0,0,0,0,0,11.4666666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-31,"Ck108",5,22.2,"Cookanalla",4,0,0,0,0,4,0,12.4166666666667,"inside","NTG","5-10cm","2-5",0,0,0,0,0
2018-03-31,"Ck12",5,21,"Cookanalla",0,0,0,0,0,0,0,11.2833333333333,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-31,"Ck32",5,22.2,"Cookanalla",0,0,0,0,0,0,0,12.5,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-31,"Ck50",5,21,"Cookanalla",2,1,0,1,0,0,2,11.3166666666667,"outside","NTG","10-15cm","6-15",0,0,0,0,0
2018-03-31,"Ck33",5,21.4,"Cookanalla",1,0,0,1,0,0,1,12.2833333333333,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-31,"Ck11",5,22.7,"Cookanalla",0,0,0,0,0,0,0,13.0666666666667,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-31,"Ck104",5,22.8,"Cookanalla",8,0,0,1,2,5,3,13.2333333333333,"inside","NTG","5-10cm","16-30",0,0,1,1,1
2018-03-31,"Ck14",5,21.4,"Cookanalla",0,0,0,0,0,0,0,12.2333333333333,"outside","native pasture",">15cm","16-30",0,0,0,0,0
2018-03-31,"Ck102",5,22.4,"Cookanalla",7,0,0,1,1,5,2,12.8666666666667,"inside","NTG","<3cm",">30%",0,0,0,0,0
2018-03-31,"Ck1",5,21.2,"Cookanalla",3,0,0,2,1,0,3,11.7166666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-31,"Ck17",5,20.4,"Cookanalla",0,0,0,0,0,0,0,11.6666666666667,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-31,"Ck105",5,22,"Cookanalla",8,0,0,3,0,5,3,12.6166666666667,"inside","NTG","5-10cm","6-15",0,0,0,0,0
2018-03-31,"Ck13",5,22.4,"Cookanalla",0,0,0,0,0,0,0,12.7166666666667,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-31,"Ck34",5,21.8,"Cookanalla",2,2,0,0,0,0,2,12.1,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-31,"Ck18",5,20.5,"Cookanalla",0,0,0,0,0,0,0,12.05,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-31,"Ck103",5,22.7,"Cookanalla",6,0,0,1,0,5,1,13.1,"inside","NTG","5-10cm","6-15",0,0,1,1,1
2018-03-31,"Ck35",5,20.5,"Cookanalla",0,0,0,0,0,0,0,11.9333333333333,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-31,"Ck38",5,22,"Cookanalla",0,0,0,0,0,0,0,12.6333333333333,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-31,"Ck107",5,21.4,"Cookanalla",6,1,0,1,0,4,2,12.2666666666667,"inside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-31,"Ck48",5,22.7,"Cookanalla",0,0,0,0,0,0,0,13.2,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-31,"Ck49",5,20.4,"Cookanalla",2,0,0,2,0,0,2,11.1333333333333,"outside","NTG","10-15cm","2-5",0,0,0,0,0
2018-03-31,"Ck36",5,21.2,"Cookanalla",2,1,0,1,0,0,2,11.7166666666667,"outside","native pasture","10-15cm","16-30",0,0,0,0,0
2018-03-31,"Ck43",5,20.5,"Cookanalla",2,0,0,1,1,0,2,11.5,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-31,"Ck7",5,23.3,"Cookanalla",0,0,0,0,0,0,0,12.8833333333333,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-31,"Ck3",5,20.5,"Cookanalla",6,0,0,5,1,0,6,11.4333333333333,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-31,"Ck47",5,20.4,"Cookanalla",2,0,0,2,0,0,2,11.1,"outside","native pasture","10-15cm","16-30",0,0,0,0,0
2018-03-31,"Ck6",5,22,"Cookanalla",1,0,0,1,0,0,1,12.5833333333333,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-31,"Ck19",5,20.5,"Cookanalla",1,0,0,1,0,0,1,11.9166666666667,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-31,"Ck2",5,20.5,"Cookanalla",3,0,0,3,0,0,3,11.8833333333333,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
