"objectid","oldgrid_id","year","FVC","LST","NDVI","area","grid_id","new_site"
13,"Y",2009,0.015396276,311.9300515,0.252549764,4147.239869,"JE-02_Y","Jerra East"
14,"7",2009,0.016656624,311.2245687,0.264241401,4199.997896,"JE-07_7","Jerra East"
15,"25",2009,0.011882306,312.4212789,0.256932767,4200.006086,"JW-12_25","Jerra West"
16,"AK",2009,0.028393914,309.5401597,0.282446322,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2009,0.015821015,308.8805426,0.257144903,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2009,0.024339366,310.672044,0.279132985,4200.002025,"JW-10_15","Jerra West"
19,"16",2009,0.027103888,310.4046139,0.289434311,4199.999092,"JW-11_16","Jerra West"
20,"14",2009,0.023676509,311.5537233,0.283771159,4199.999582,"JW-09_14","Jerra West"
21,"BI",2009,0.016369396,310.8538898,0.268548027,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2009,0.015966371,312.5873309,0.2696596,4398.570579,"BW-04_J","Bonshaw"
23,"L",2009,0.010554799,308.924852,0.247123548,4108.922216,"CA-03_L","Cookanalla"
24,"I",2009,0.015753167,313.2057188,0.263436415,4621.047032,"CA-04_I","Cookanalla"
25,"J",2009,0.003281591,314.7119706,0.219461407,4164.535806,"CA-01_J","Cookanalla"
26,"K",2009,0.006960495,313.8716227,0.241226296,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2009,0.020296462,308.3723227,0.274950795,4160.039322,"AT-01_NE","Airport"
28,"NW",2009,0.061059489,310.3683398,0.331076197,4284.79668,"AT-02_NW","Airport"
29,"A",2009,0.03492696,308.0986656,0.303301197,6617.514112,"MA-01_A","Majura"
30,"B",2009,0.024813292,307.9607009,0.285388193,6007.426762,"MA-02_B","Majura"
31,"D",2009,0.036108147,309.8401041,0.307602806,5900.719144,"MA-04_D","Majura"
32,"C",2009,0.034269859,309.6534102,0.30442473,5810.724458,"MA-03_C","Majura"
1,"10",2010,0.165460015,319.3823105,0.415064559,4199.996157,"JW-07_10","Jerra West"
2,"O",2010,0.060346747,317.790205,0.312802594,4203.453271,"JE-05_O","Jerra East"
3,"P",2010,0.07251755,316.6641013,0.328511507,4173.777787,"JE-06_P","Jerra East"
4,"G",2010,0.110605128,319.2184975,0.372691898,4157.94226,"JW-03_G","Jerra West"
5,"J3",2010,0.168572691,306.3824746,0.459700247,3780.224328,"JE-03_3","Jerra East"
6,"H",2010,0.133754381,318.7413892,0.398467517,4060.415123,"JW-04_H","Jerra West"
7,"J4",2010,0.056691132,332.6634393,0.258347271,4093.709668,"JE-04_4","Jerra East"
8,"F",2010,0.116032663,318.7928147,0.380951786,4293.371549,"JW-02_F","Jerra West"
9,"U",2010,0.004547041,338.8533083,0.201975359,4515.913727,"JE-01_U","Jerra East"
10,"13",2010,0.100882925,319.6785091,0.362193736,4200.000235,"JW-08_13","Jerra West"
11,"E",2010,0.218239902,304.6362484,0.505542775,4047.964336,"JW-01_E","Jerra West"
12,"8",2010,0.093516669,317.6719339,0.351834771,4199.995909,"JE-08_8","Jerra East"
13,"Y",2010,0.056927997,319.7695447,0.310628013,4147.239869,"JE-02_Y","Jerra East"
14,"7",2010,0.064406782,318.1405362,0.323553653,4199.997896,"JE-07_7","Jerra East"
15,"25",2010,0.151076382,306.5304914,0.447606947,4200.006086,"JW-12_25","Jerra West"
16,"AK",2010,0.053664818,316.9906298,0.305698254,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2010,0.048933766,317.6090322,0.297779822,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2010,0.108307442,315.1770715,0.358669,4200.002025,"JW-10_15","Jerra West"
19,"16",2010,0.114950325,312.8982163,0.344337481,4199.999092,"JW-11_16","Jerra West"
20,"14",2010,0.114185071,318.1299112,0.375017232,4199.999582,"JW-09_14","Jerra West"
21,"BI",2010,0.091929926,321.1180682,0.342435869,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2010,0.089505051,317.9019006,0.347138503,4398.570579,"BW-04_J","Bonshaw"
23,"L",2010,0.091029154,322.7012274,0.341378223,4108.922216,"CA-03_L","Cookanalla"
24,"I",2010,0.105351639,321.0096658,0.341673548,4621.047032,"CA-04_I","Cookanalla"
25,"J",2010,0.039603202,319.6531009,0.281797928,4164.535806,"CA-01_J","Cookanalla"
26,"K",2010,0.070352388,316.147037,0.330013712,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2010,0.126108346,313.2987127,0.389661284,4160.039322,"AT-01_NE","Airport"
28,"NW",2010,0.201122491,316.4564465,0.439811635,4284.79668,"AT-02_NW","Airport"
29,"A",2010,0.072423636,322.965842,0.30916125,6617.514112,"MA-01_A","Majura"
30,"B",2010,0.085091974,325.750055,0.316282102,6007.426762,"MA-02_B","Majura"
31,"D",2010,0.123836282,322.1084898,0.362495691,5900.719144,"MA-04_D","Majura"
32,"C",2010,0.093427435,321.6672692,0.341173986,5810.724458,"MA-03_C","Majura"
1,"10",2011,0.206497191,322.5453007,0.495479308,4199.996157,"JW-07_10","Jerra West"
2,"O",2011,0.183204885,320.791675,0.480949763,4203.453271,"JE-05_O","Jerra East"
3,"P",2011,0.167162532,320.2838426,0.468327037,4173.777787,"JE-06_P","Jerra East"
4,"G",2011,0.255437961,320.8517004,0.531955591,4157.94226,"JW-03_G","Jerra West"
5,"J3",2011,0.182033916,316.4520052,0.480075836,3780.224328,"JE-03_3","Jerra East"
6,"H",2011,0.22397847,321.1886024,0.509234464,4060.415123,"JW-04_H","Jerra West"
7,"J4",2011,0.188071266,318.9221535,0.485283368,4093.709668,"JE-04_4","Jerra East"
8,"F",2011,0.280005359,316.4022082,0.547647883,4293.371549,"JW-02_F","Jerra West"
9,"U",2011,0.161506201,319.4537602,0.457487635,4515.913727,"JE-01_U","Jerra East"
10,"13",2011,0.290124492,311.5318788,0.552428612,4200.000235,"JW-08_13","Jerra West"
11,"E",2011,0.224928211,315.6999308,0.512811744,4047.964336,"JW-01_E","Jerra West"
12,"8",2011,0.201627754,321.1225744,0.494785129,4199.995909,"JE-08_8","Jerra East"
13,"Y",2011,0.251398866,319.3774697,0.528671978,4147.239869,"JE-02_Y","Jerra East"
14,"7",2011,0.159283323,323.6435869,0.459427017,4199.997896,"JE-07_7","Jerra East"
15,"25",2011,0.262026767,317.4569192,0.535721658,4200.006086,"JW-12_25","Jerra West"
16,"AK",2011,0.082635983,323.162904,0.389254838,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2011,0.123630899,324.8306672,0.431735244,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2011,0.151182371,322.3855836,0.456330423,4200.002025,"JW-10_15","Jerra West"
19,"16",2011,0.160969527,319.1684783,0.463669625,4199.999092,"JW-11_16","Jerra West"
20,"14",2011,0.212023028,313.460953,0.500674943,4199.999582,"JW-09_14","Jerra West"
21,"BI",2011,0.128958267,324.3720453,0.431186598,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2011,0.112197566,322.2983251,0.408868721,4398.570579,"BW-04_J","Bonshaw"
23,"L",2011,0.199619004,312.5329452,0.478972318,4108.922216,"CA-03_L","Cookanalla"
24,"I",2011,0.143242163,321.3701533,0.444398802,4621.047032,"CA-04_I","Cookanalla"
25,"J",2011,0.058768309,326.0435287,0.353169689,4164.535806,"CA-01_J","Cookanalla"
26,"K",2011,0.105627491,318.2832839,0.401452093,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2011,0.192898259,319.7811412,0.485392599,4160.039322,"AT-01_NE","Airport"
28,"NW",2011,0.266082171,321.7589935,0.53570643,4284.79668,"AT-02_NW","Airport"
29,"A",2011,0.094848345,324.3195424,0.399520119,6617.514112,"MA-01_A","Majura"
30,"B",2011,0.134680531,324.9373091,0.442057606,6007.426762,"MA-02_B","Majura"
31,"D",2011,0.177820564,319.7436294,0.474564042,5900.719144,"MA-04_D","Majura"
32,"C",2011,0.195602253,320.3612152,0.486875389,5810.724458,"MA-03_C","Majura"
1,"10",2012,0.175126737,302.8788457,0.465518562,4199.996157,"JW-07_10","Jerra West"
2,"O",2012,0.191340773,298.8990828,0.471590378,4203.453271,"JE-05_O","Jerra East"
3,"P",2012,0.17844065,299.2814614,0.465869511,4173.777787,"JE-06_P","Jerra East"
4,"G",2012,0.133014941,298.0206833,0.437751988,4157.94226,"JW-03_G","Jerra West"
5,"J3",2012,0.180588534,303.6270282,0.467834341,3780.224328,"JE-03_3","Jerra East"
6,"H",2012,0.127357631,303.8887121,0.431623768,4060.415123,"JW-04_H","Jerra West"
7,"J4",2012,0.205676844,304.6763252,0.492083349,4093.709668,"JE-04_4","Jerra East"
8,"F",2012,0.129949192,302.0795615,0.426266653,4293.371549,"JW-02_F","Jerra West"
9,"U",2012,0.26558428,308.2507278,0.526826101,4515.913727,"JE-01_U","Jerra East"
10,"13",2012,0.161083813,302.9765999,0.455198597,4200.000235,"JW-08_13","Jerra West"
11,"E",2012,0.127323597,303.6905949,0.431729631,4047.964336,"JW-01_E","Jerra West"
12,"8",2012,0.158250944,308.3851605,0.45332411,4199.995909,"JE-08_8","Jerra East"
13,"Y",2012,0.186082231,307.5743477,0.478622645,4147.239869,"JE-02_Y","Jerra East"
14,"7",2012,0.105188186,309.5407379,0.408436016,4199.997896,"JE-07_7","Jerra East"
15,"25",2012,0.191944104,302.3327449,0.480523475,4200.006086,"JW-12_25","Jerra West"
16,"AK",2012,0.130157544,307.2638988,0.437383318,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2012,0.114084582,306.9608839,0.422493806,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2012,0.118860346,301.7732389,0.425050939,4200.002025,"JW-10_15","Jerra West"
19,"16",2012,0.135737568,302.7947667,0.441483375,4199.999092,"JW-11_16","Jerra West"
20,"14",2012,0.117932879,302.7318016,0.422693283,4199.999582,"JW-09_14","Jerra West"
21,"BI",2012,0.140372354,297.7510142,0.434371496,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2012,0.158878509,306.1811452,0.444764508,4398.570579,"BW-04_J","Bonshaw"
23,"L",2012,0.123743939,305.0503371,0.422653924,4108.922216,"CA-03_L","Cookanalla"
24,"I",2012,0.187005859,300.6700123,0.47373522,4621.047032,"CA-04_I","Cookanalla"
25,"J",2012,0.058277697,299.422149,0.355315219,4164.535806,"CA-01_J","Cookanalla"
26,"K",2012,0.079582177,309.7174135,0.383360632,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2012,0.102770467,311.8888421,0.386318204,4160.039322,"AT-01_NE","Airport"
28,"NW",2012,0.207058445,311.7010697,0.474720296,4284.79668,"AT-02_NW","Airport"
29,"A",2012,0.033607954,323.1524235,0.318556145,6617.514112,"MA-01_A","Majura"
30,"B",2012,0.037464188,318.8745234,0.323100845,6007.426762,"MA-02_B","Majura"
31,"D",2012,0.102473014,299.3417005,0.39826953,5900.719144,"MA-04_D","Majura"
32,"C",2012,0.098679699,303.2143351,0.393356191,5810.724458,"MA-03_C","Majura"
1,"10",2013,0.127214914,318.2258386,0.404904657,4199.996157,"JW-07_10","Jerra West"
2,"O",2013,0.052536021,317.8699585,0.338481431,4203.453271,"JE-05_O","Jerra East"
3,"P",2013,0.074986991,309.4918518,0.370933161,4173.777787,"JE-06_P","Jerra East"
4,"G",2013,0.075446179,311.2412914,0.369005049,4157.94226,"JW-03_G","Jerra West"
5,"J3",2013,0.011217738,330.9675793,0.264802008,3780.224328,"JE-03_3","Jerra East"
6,"H",2013,0.062072831,310.9413315,0.360863596,4060.415123,"JW-04_H","Jerra West"
7,"J4",2013,0.031098999,322.7898972,0.29984141,4093.709668,"JE-04_4","Jerra East"
8,"F",2013,0.075196224,313.0437966,0.367329683,4293.371549,"JW-02_F","Jerra West"
9,"U",2013,0.051239703,321.352621,0.319805579,4515.913727,"JE-01_U","Jerra East"
10,"13",2013,0.057393166,319.6378841,0.346533488,4200.000235,"JW-08_13","Jerra West"
11,"E",2013,0.022155309,327.295247,0.295464352,4047.964336,"JW-01_E","Jerra West"
12,"8",2013,0.067133145,325.1737384,0.353873994,4199.995909,"JE-08_8","Jerra East"
13,"Y",2013,0.047381644,319.7943846,0.332637651,4147.239869,"JE-02_Y","Jerra East"
14,"7",2013,0.05280549,325.0628432,0.338321338,4199.997896,"JE-07_7","Jerra East"
15,"25",2013,0.074341368,323.2725367,0.347653233,4200.006086,"JW-12_25","Jerra West"
16,"AK",2013,0.03299384,321.4309072,0.300850068,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2013,0.033218349,320.1381761,0.306158999,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2013,0.035036752,319.3035009,0.319101604,4200.002025,"JW-10_15","Jerra West"
19,"16",2013,0.034429326,319.4180614,0.315333121,4199.999092,"JW-11_16","Jerra West"
20,"14",2013,0.040646971,317.8483545,0.325782687,4199.999582,"JW-09_14","Jerra West"
21,"BI",2013,0.03736708,318.8174388,0.315027957,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2013,0.042081711,311.7477765,0.329066166,4398.570579,"BW-04_J","Bonshaw"
23,"L",2013,0.023594959,315.8625694,0.291674139,4108.922216,"CA-03_L","Cookanalla"
24,"I",2013,0.050036889,308.176044,0.340370403,4621.047032,"CA-04_I","Cookanalla"
25,"J",2013,0.023759695,309.662115,0.299573447,4164.535806,"CA-01_J","Cookanalla"
26,"K",2013,0.020730911,309.2535705,0.288291867,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2013,0.017751921,331.1114836,0.281460925,4160.039322,"AT-01_NE","Airport"
28,"NW",2013,0.050008,331.3769225,0.339047483,4284.79668,"AT-02_NW","Airport"
29,"A",2013,0.024505607,321.5188183,0.295784132,6617.514112,"MA-01_A","Majura"
30,"B",2013,0.021356656,326.5145185,0.293699601,6007.426762,"MA-02_B","Majura"
31,"D",2013,0.019204806,319.2682175,0.290005822,5900.719144,"MA-04_D","Majura"
32,"C",2013,0.027083119,318.2526545,0.307798973,5810.724458,"MA-03_C","Majura"
1,"10",2014,0.013417977,345.9320958,0.274518668,4199.996157,"JW-07_10","Jerra West"
2,"O",2014,0.006042998,331.85685,0.238299184,4203.453271,"JE-05_O","Jerra East"
3,"P",2014,0.002609457,331.2860577,0.225963508,4173.777787,"JE-06_P","Jerra East"
4,"G",2014,0.001515974,330.3110212,0.222140512,4157.94226,"JW-03_G","Jerra West"
5,"J3",2014,0.010400924,320.4082329,0.265384639,3780.224328,"JE-03_3","Jerra East"
6,"H",2014,0.001660944,329.1610411,0.224690302,4060.415123,"JW-04_H","Jerra West"
7,"J4",2014,0.008731048,328.5762951,0.257855506,4093.709668,"JE-04_4","Jerra East"
8,"F",2014,0.004806404,328.8967961,0.243633417,4293.371549,"JW-02_F","Jerra West"
9,"U",2014,0.00867755,329.7433406,0.252574378,4515.913727,"JE-01_U","Jerra East"
10,"13",2014,0.005167239,327.4622988,0.245051,4200.000235,"JW-08_13","Jerra West"
11,"E",2014,0.005292935,316.8499886,0.246419375,4047.964336,"JW-01_E","Jerra West"
12,"8",2014,0.000607,351.1146933,0.215332478,4199.995909,"JE-08_8","Jerra East"
13,"Y",2014,0.005551904,327.0451407,0.24739064,4147.239869,"JE-02_Y","Jerra East"
14,"7",2014,0.000412,349.7709835,0.209028569,4199.997896,"JE-07_7","Jerra East"
15,"25",2014,0.002409158,317.5306992,0.230416414,4200.006086,"JW-12_25","Jerra West"
16,"AK",2014,0.000712,335.8745501,0.212923163,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2014,0.001775751,336.268076,0.217520737,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2014,0.008536218,334.2844055,0.26026857,4200.002025,"JW-10_15","Jerra West"
19,"16",2014,0.00881641,337.5344909,0.261486415,4199.999092,"JW-11_16","Jerra West"
20,"14",2014,0.009999443,329.5684163,0.259473206,4199.999582,"JW-09_14","Jerra West"
21,"BI",2014,0.002479452,337.2462753,0.217315732,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2014,0.002667435,339.0317734,0.207052569,4398.570579,"BW-04_J","Bonshaw"
23,"L",2014,0.001520991,336.3139196,0.200327069,4108.922216,"CA-03_L","Cookanalla"
24,"I",2014,0.015011143,326.4771932,0.259632754,4621.047032,"CA-04_I","Cookanalla"
25,"J",2014,0.001641279,334.3621063,0.206954008,4164.535806,"CA-01_J","Cookanalla"
26,"K",2014,0.001392848,332.4925071,0.206082116,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2014,0.113121816,313.9275201,0.369370142,4160.039322,"AT-01_NE","Airport"
28,"NW",2014,0.169026791,319.9233427,0.406499381,4284.79668,"AT-02_NW","Airport"
29,"A",2014,0.118950985,319.5756444,0.366850195,6617.514112,"MA-01_A","Majura"
30,"B",2014,0.065274103,320.2968304,0.295824207,6007.426762,"MA-02_B","Majura"
31,"D",2014,0.012543539,326.7417736,0.251180255,5900.719144,"MA-04_D","Majura"
32,"C",2014,0.00426752,328.4474882,0.241296879,5810.724458,"MA-03_C","Majura"
1,"10",2015,0.160702077,321.2197772,0.456512344,4199.996157,"JW-07_10","Jerra West"
2,"O",2015,0.038295152,311.3050946,0.328822778,4203.453271,"JE-05_O","Jerra East"
3,"P",2015,0.07822913,309.0421063,0.382795826,4173.777787,"JE-06_P","Jerra East"
4,"G",2015,0.115696831,310.2712484,0.405476249,4157.94226,"JW-03_G","Jerra West"
5,"J3",2015,0.05273806,305.1447181,0.34603823,3780.224328,"JE-03_3","Jerra East"
6,"H",2015,0.110655479,298.3163634,0.418499689,4060.415123,"JW-04_H","Jerra West"
7,"J4",2015,0.071808756,301.9470379,0.371935111,4093.709668,"JE-04_4","Jerra East"
8,"F",2015,0.147028364,306.8023488,0.44577373,4293.371549,"JW-02_F","Jerra West"
9,"U",2015,0.082183342,301.9053838,0.387921835,4515.913727,"JE-01_U","Jerra East"
10,"13",2015,0.11368706,304.6803687,0.419052288,4200.000235,"JW-08_13","Jerra West"
11,"E",2015,0.079395329,299.9137129,0.385519378,4047.964336,"JW-01_E","Jerra West"
12,"8",2015,0.050471657,308.2658409,0.344697673,4199.995909,"JE-08_8","Jerra East"
13,"Y",2015,0.07956747,301.5898257,0.382223381,4147.239869,"JE-02_Y","Jerra East"
14,"7",2015,0.033223153,308.1829408,0.31664194,4199.997896,"JE-07_7","Jerra East"
15,"25",2015,0.065942008,300.0207317,0.368141393,4200.006086,"JW-12_25","Jerra West"
16,"AK",2015,0.091726953,304.587249,0.397193688,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2015,0.067262677,305.1012015,0.369725684,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2015,0.108187646,314.6955941,0.409183629,4200.002025,"JW-10_15","Jerra West"
19,"16",2015,0.103344297,312.5557625,0.400529412,4199.999092,"JW-11_16","Jerra West"
20,"14",2015,0.062996512,302.7180616,0.355896436,4199.999582,"JW-09_14","Jerra West"
21,"BI",2015,0.028320849,311.0658708,0.309917442,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2015,0.013641647,308.5703578,0.274728107,4398.570579,"BW-04_J","Bonshaw"
23,"L",2015,0.051678487,305.648819,0.339450524,4108.922216,"CA-03_L","Cookanalla"
24,"I",2015,0.039649379,309.6325131,0.33082651,4621.047032,"CA-04_I","Cookanalla"
25,"J",2015,0.016257066,309.3521532,0.283241509,4164.535806,"CA-01_J","Cookanalla"
26,"K",2015,0.056792532,315.7361679,0.352153597,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2015,0.009299276,299.6522689,0.260219293,4160.039322,"AT-01_NE","Airport"
28,"NW",2015,0.138090267,302.4114319,0.41645087,4284.79668,"AT-02_NW","Airport"
29,"A",2015,0.036295004,312.6988934,0.304701141,6617.514112,"MA-01_A","Majura"
30,"B",2015,0.022643258,305.7814743,0.218212147,6007.426762,"MA-02_B","Majura"
31,"D",2015,NA,NA,NA,5900.719144,"MA-04_D","Majura"
32,"C",2015,NA,NA,NA,5810.724458,"MA-03_C","Majura"
1,"10",2016,0.050246585,326.3611783,0.34522959,4199.996157,"JW-07_10","Jerra West"
2,"O",2016,0.021118396,319.209157,0.29140678,4203.453271,"JE-05_O","Jerra East"
3,"P",2016,0.025033893,317.9171838,0.290567244,4173.777787,"JE-06_P","Jerra East"
4,"G",2016,0.052275382,325.8567846,0.34951442,4157.94226,"JW-03_G","Jerra West"
5,"J3",2016,0.031131138,325.9148674,0.305590321,3780.224328,"JE-03_3","Jerra East"
6,"H",2016,0.041019755,325.1570996,0.33142906,4060.415123,"JW-04_H","Jerra West"
7,"J4",2016,0.006962337,323.5325105,0.254798698,4093.709668,"JE-04_4","Jerra East"
8,"F",2016,0.07121806,326.8257833,0.37462615,4293.371549,"JW-02_F","Jerra West"
9,"U",2016,NA,NA,NA,4515.913727,"JE-01_U","Jerra East"
10,"13",2016,0.037851145,323.1082017,0.311692689,4200.000235,"JW-08_13","Jerra West"
11,"E",2016,0.0784637,324.1004132,0.381712604,4047.964336,"JW-01_E","Jerra West"
12,"8",2016,0.042865316,327.662577,0.334669349,4199.995909,"JE-08_8","Jerra East"
13,"Y",2016,0.098879446,325.0966893,0.406875828,4147.239869,"JE-02_Y","Jerra East"
14,"7",2016,0.033258901,324.2206689,0.317732898,4199.997896,"JE-07_7","Jerra East"
15,"25",2016,0.036919402,328.4341627,0.3197882,4200.006086,"JW-12_25","Jerra West"
16,"AK",2016,0.026776162,327.7983226,0.302254311,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2016,0.033709249,326.6123316,0.318429031,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2016,0.029181019,320.9243768,0.31102067,4200.002025,"JW-10_15","Jerra West"
19,"16",2016,0.034434201,325.466429,0.31989187,4199.999092,"JW-11_16","Jerra West"
20,"14",2016,0.037229529,322.9647628,0.319576991,4199.999582,"JW-09_14","Jerra West"
21,"BI",2016,0.025117122,316.5399965,0.30364801,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2016,0.044839032,316.7409816,0.333523473,4398.570579,"BW-04_J","Bonshaw"
23,"L",2016,0.022552336,325.2050193,0.297754603,4108.922216,"CA-03_L","Cookanalla"
24,"I",2016,0.083041587,316.6419807,0.384200094,4621.047032,"CA-04_I","Cookanalla"
25,"J",2016,0.029033079,316.1318021,0.296913317,4164.535806,"CA-01_J","Cookanalla"
26,"K",2016,0.013020337,319.599374,0.271044234,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2016,0.045041643,326.4209007,0.326215488,4160.039322,"AT-01_NE","Airport"
28,"NW",2016,0.104521906,324.6924461,0.394903262,4284.79668,"AT-02_NW","Airport"
29,"A",2016,0.028253322,319.1396172,0.303867304,6617.514112,"MA-01_A","Majura"
30,"B",2016,0.024499653,319.5040862,0.297178178,6007.426762,"MA-02_B","Majura"
31,"D",2016,0.038997158,319.0524794,0.324302082,5900.719144,"MA-04_D","Majura"
32,"C",2016,0.032305321,319.5738697,0.313040652,5810.724458,"MA-03_C","Majura"
1,"10",2017,0.023698725,332.1415229,0.289611734,4199.996157,"JW-07_10","Jerra West"
2,"O",2017,0.006833517,323.6097035,0.236191384,4203.453271,"JE-05_O","Jerra East"
3,"P",2017,0.007189399,315.8147394,0.229572143,4173.777787,"JE-06_P","Jerra East"
4,"G",2017,0.024194799,330.1974889,0.294837343,4157.94226,"JW-03_G","Jerra West"
5,"J3",2017,0.000276,329.0193261,0.204136345,3780.224328,"JE-03_3","Jerra East"
6,"H",2017,0.019288116,328.4832716,0.272512296,4060.415123,"JW-04_H","Jerra West"
7,"J4",2017,0.001448468,326.4799312,0.222449531,4093.709668,"JE-04_4","Jerra East"
8,"F",2017,0.021748881,329.5005989,0.278073993,4293.371549,"JW-02_F","Jerra West"
9,"U",2017,0.00518134,313.8229956,0.18830366,4515.913727,"JE-01_U","Jerra East"
10,"13",2017,0.004633685,324.711332,0.205709987,4200.000235,"JW-08_13","Jerra West"
11,"E",2017,0.004783592,329.3915481,0.234449245,4047.964336,"JW-01_E","Jerra West"
12,"8",2017,0.006700984,322.0325188,0.228005346,4199.995909,"JE-08_8","Jerra East"
13,"Y",2017,0.011909416,322.3471005,0.256298915,4147.239869,"JE-02_Y","Jerra East"
14,"7",2017,0.004089972,322.6866842,0.218506609,4199.997896,"JE-07_7","Jerra East"
15,"25",2017,0.003308686,329.1097206,0.210781997,4200.006086,"JW-12_25","Jerra West"
16,"AK",2017,0.0046729,325.5946052,0.228755535,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2017,0.003425734,326.2534347,0.22650931,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2017,0.015052644,327.2329098,0.248286586,4200.002025,"JW-10_15","Jerra West"
19,"16",2017,0.016342566,330.1989124,0.263345985,4199.999092,"JW-11_16","Jerra West"
20,"14",2017,0.004650626,320.8208524,0.211048793,4199.999582,"JW-09_14","Jerra West"
21,"BI",2017,0.005106889,328.0803987,0.237903037,4149.82822,"BW-03_I","Bonshaw"
22,"BJ",2017,0.00400675,327.9388995,0.231466907,4398.570579,"BW-04_J","Bonshaw"
23,"L",2017,0.001439446,325.4870633,0.215094457,4108.922216,"CA-03_L","Cookanalla"
24,"I",2017,0.012708379,328.2385161,0.256659611,4621.047032,"CA-04_I","Cookanalla"
25,"J",2017,0.003800645,325.5233197,0.226811924,4164.535806,"CA-01_J","Cookanalla"
26,"K",2017,0.002551767,325.2100501,0.216769763,4101.568373,"CA-02_K","Cookanalla"
27,"NE",2017,0.006081,335.6262709,0.250675171,4160.039322,"AT-01_NE","Airport"
28,"NW",2017,0.020187871,338.081035,0.291034415,4284.79668,"AT-02_NW","Airport"
29,"A",2017,0.01285174,328.8757497,0.268414327,6617.514112,"MA-01_A","Majura"
30,"B",2017,0.011583832,331.7895179,0.26517187,6007.426762,"MA-02_B","Majura"
31,"D",2017,0.021716531,325.727293,0.291946105,5900.719144,"MA-04_D","Majura"
32,"C",2017,0.025178542,327.3212215,0.299088131,5810.724458,"MA-03_C","Majura"
1,"10",2018,0.024877988,323.5987245,0.28768363,4199.996157,"JW-07_10","Jerra West"
2,"O",2018,0.014925218,322.0866205,0.2652829,4203.453271,"JE-05_O","Jerra East"
3,"P",2018,0.018295605,319.9828984,0.265837551,4173.777787,"JE-06_P","Jerra East"
4,"G",2018,0.024789124,327.0228165,0.294357915,4157.94226,"JW-03_G","Jerra West"
5,"J3",2018,0.017528623,324.444443,0.276873174,3780.224328,"JE-03_3","Jerra East"
6,"H",2018,0.016696674,323.2599641,0.27732992,4060.415123,"JW-04_H","Jerra West"
7,"J4",2018,0.024124778,325.9134274,0.29310097,4093.709668,"JE-04_4","Jerra East"
8,"F",2018,0.016994415,324.5360284,0.277439739,4293.371549,"JW-02_F","Jerra West"
9,"U",2018,0.021047258,324.5055742,0.285823099,4515.913727,"JE-01_U","Jerra East"
10,"13",2018,0.013079435,324.9979305,0.268188062,4200.000235,"JW-08_13","Jerra West"
11,"E",2018,0.019633846,321.4997094,0.285159589,4047.964336,"JW-01_E","Jerra West"
12,"8",2018,0.029602219,322.8469049,0.306945919,4199.995909,"JE-08_8","Jerra East"
13,"Y",2018,0.032578483,323.1218148,0.31418505,4147.239869,"JE-02_Y","Jerra East"
14,"7",2018,0.019982946,321.5336068,0.286302206,4199.997896,"JE-07_7","Jerra East"
15,"25",2018,0.012922431,324.9442182,0.267361745,4200.006086,"JW-12_25","Jerra West"
16,"AK",2018,0.029947982,321.6192373,0.309449804,4256.184632,"AP-04_K","Aerial Paddock"
17,"AL",2018,0.03344058,320.9862872,0.315778733,4207.845543,"AP-03_L","Aerial Paddock"
18,"15",2018,0.033070501,324.2360974,0.299299489,4200.002025,"JW-10_15","Jerra West"
19,"16",2018,0.037342027,324.2869452,0.314657932,4199.999092,"JW-11_16","Jerra West"
