"date","site","year","time","animal.id","grid","trap.id","shelter","recap","sex","svl","weight","check","grid_new","grid_id"
"11/02/2002","Majura",2002,"","M02","C","1.1","Y","new","","55",NA,1,"C","MA-03_C"
"11/02/2002","Majura",2002,"","M01","B","1.2","Y","new","","55",NA,1,"B","MA-02_B"
"13/02/2002","Majura",2002,"","M02","C","1.1","Y","recap","","55",NA,2,"C","MA-03_C"
"13/02/2002","Majura",2002,"","M04","C","4.5","Y","new","","50",NA,2,"C","MA-03_C"
"13/02/2002","Majura",2002,"","M03","A","4.5","Y","new","","60",NA,2,"A","MA-01_A"
"15/02/2002","Majura",2002,"","M06","B","1.6","Y","new","","56",NA,3,"B","MA-02_B"
"15/02/2002","Majura",2002,"","M05","A","5.4","Y","new","","51",NA,3,"A","MA-01_A"
"18/02/2002","Majura",2002,"","M04","C","7.5","Y","recap","",NA,NA,4,"C","MA-03_C"
"20/02/2002","Majura",2002,"","M6a","B","3.4","Y","new","","57",NA,5,"B","MA-02_B"
"22/02/2002","Majura",2002,"","M6a","B","4.4","Y","recap","",NA,NA,6,"B","MA-02_B"
"25/02/2002","Majura",2002,"","M07","A","6.8","Y","new","","29",NA,7,"A","MA-01_A"
"27/02/2002","Majura",2002,"","M6a","B","4.4","Y","recap","",NA,NA,8,"B","MA-02_B"
"27/02/2002","Majura",2002,"","M08","A","4.8","Y","new","","35",NA,8,"A","MA-01_A"
"1/03/2002","Majura",2002,"","M02","C","1.1","Y","recap","",NA,NA,9,"C","MA-03_C"
"1/03/2002","Majura",2002,"","M10","C","6.3","Y","new","","40",NA,9,"C","MA-03_C"
"1/03/2002","Majura",2002,"","M6a","B","4.4","Y","recap","",NA,NA,9,"B","MA-02_B"
"4/03/2002","Majura",2002,"","M11","C","3.1","Y","new","","42",NA,10,"C","MA-03_C"
"6/03/2002","Majura",2002,"","M07","A","6.8","Y","recap","",NA,NA,11,"A","MA-01_A"
"6/03/2002","Majura",2002,"","M08","A","4.8","Y","recap","",NA,NA,11,"A","MA-01_A"
"13/03/2002","Majura",2002,"","M12","C","2.6","Y","new","","44",NA,13,"C","MA-03_C"
"13/03/2002","Majura",2002,"","M11a","A","3.1","Y","new","","34",NA,13,"A","MA-01_A"
"15/03/2002","Majura",2002,"","M12","C","3.6","Y","recap","",NA,NA,14,"C","MA-03_C"
"15/03/2002","Majura",2002,"","M14a","C","3.3","Y","new","","43",NA,14,"C","MA-03_C"
"15/03/2002","Majura",2002,"","M11","C","3.1","Y","recap","",NA,NA,14,"C","MA-03_C"
"15/03/2002","Majura",2002,"","M13","C","7.5","Y","new","","45",NA,14,"C","MA-03_C"
"15/03/2002","Majura",2002,"","M05","A","6.7","Y","recap","",NA,NA,14,"A","MA-01_A"
"21/03/2002","Majura",2002,"","M11","C","2.8","Y","recap","",NA,NA,15,"C","MA-03_C"
"21/03/2002","Majura",2002,"","M16","D","5.1","Y","new","","51",NA,15,"D","MA-04_D"
"21/03/2002","Majura",2002,"","M14b","A","1.5","Y","new","","42",NA,15,"A","MA-01_A"
"21/03/2002","Majura",2002,"","M17","C","3.1","Y","new","","47",NA,15,"C","MA-03_C"
"21/03/2002","Majura",2002,"","M13a","A","4.6","Y","new","","37",NA,15,"A","MA-01_A"
"21/03/2002","Majura",2002,"","M08","A","4.7","Y","recap","","43",NA,15,"A","MA-01_A"
"21/03/2002","Majura",2002,"","M15","D","2.3","Y","new","","41",NA,15,"D","MA-04_D"
"22/03/2002","Majura",2002,"","M15","D","3.3","Y","recap","",NA,NA,16,"D","MA-04_D"
"22/03/2002","Majura",2002,"","M20","D","1.2","Y","new","","47",NA,16,"D","MA-04_D"
"22/03/2002","Majura",2002,"","M22","B","4.6","Y","new","","47",NA,16,"B","MA-02_B"
"22/03/2002","Majura",2002,"","M21","B","5.4","Y","new","","42",NA,16,"B","MA-02_B"
"22/03/2002","Majura",2002,"","M18","D","7.8","Y","new","","47",NA,16,"D","MA-04_D"
"22/03/2002","Majura",2002,"","M19","C","5.3","Y","new","","44",NA,16,"C","MA-03_C"
"24/02/2003","Majura",2003,"","M02","A","2.6","Y","new","","52",NA,1,"A","MA-01_A"
"24/02/2003","Majura",2003,"","M03","D","7.3","Y","new","","46",NA,1,"D","MA-04_D"
"24/02/2003","Majura",2003,"","M04","D","2.3","Y","new","","49",NA,1,"D","MA-04_D"
"26/02/2003","Majura",2003,"","M05","A","4.4","Y","new","","37",NA,2,"A","MA-01_A"
"26/02/2003","Majura",2003,"","M02","A","4.8","Y","recap","",NA,NA,2,"A","MA-01_A"
"3/03/2003","Majura",2003,"","M06","B","1.5","Y","new","","37",NA,3,"B","MA-02_B"
"3/03/2003","Majura",2003,"","M04","D","2.5","Y","recap","",NA,NA,3,"D","MA-04_D"
"3/03/2003","Majura",2003,"","M02","A","2.5","Y","recap","",NA,NA,3,"A","MA-01_A"
"5/03/2003","Majura",2003,"","M06","B","1.4","Y","recap","",NA,NA,4,"B","MA-02_B"
"5/03/2003","Majura",2003,"","M07","A","1.5","Y","new","","36",NA,4,"A","MA-01_A"
"7/03/2003","Majura",2003,"","M08","D","1.1","Y","new","","36",NA,5,"D","MA-04_D"
"7/03/2003","Majura",2003,"","M04","D",NA,"Y","recap","",NA,NA,5,"D","MA-04_D"
"12/03/2003","Majura",2003,"","M02","A","3.7","Y","recap","",NA,NA,6,"A","MA-01_A"
"14/03/2003","Majura",2003,"","M02","A","1.4","Y","recap","",NA,NA,7,"A","MA-01_A"
"14/03/2003","Majura",2003,"","M04","D","7.3","Y","recap","",NA,NA,7,"D","MA-04_D"
"14/03/2003","Majura",2003,"","M20","A","2.3","Y","new","","60",NA,7,"A","MA-01_A"
"18/03/2003","Majura",2003,"","M10","D","5.3","Y","new","","54",NA,8,"D","MA-04_D"
"18/03/2003","Majura",2003,"","M11","A","2.8","Y","new","","61",NA,8,"A","MA-01_A"
"20/03/2003","Majura",2003,"","M01","A","1.3","Y","new","","59",NA,9,"A","MA-01_A"
"21/03/2003","Majura",2003,"","M10","D","5.2","Y","recap","",NA,NA,10,"D","MA-04_D"
"21/03/2003","Majura",2003,"","M13","A","3.8","Y","new","","54",NA,10,"A","MA-01_A"
"21/03/2003","Majura",2003,"","M12","A","1.3","Y","new","","45",NA,10,"A","MA-01_A"
"21/03/2003","Majura",2003,"","M05","A","6.1","Y","recap","",NA,NA,10,"A","MA-01_A"
"3/04/2003","Majura",2003,"","M18","C","5.8","Y","new","","43",NA,12,"C","MA-03_C"
"3/04/2003","Majura",2003,"","M16","D","5.1","Y","new","","57",NA,12,"D","MA-04_D"
"3/04/2003","Majura",2003,"","M14","B","2.8","Y","new","","40",NA,12,"B","MA-02_B"
"3/04/2003","Majura",2003,"","M04","D","5.3","Y","recap","",NA,NA,12,"D","MA-04_D"
"3/04/2003","Majura",2003,"","M15","D","2.1","Y","new","","64",NA,12,"D","MA-04_D"
"3/04/2003","Majura",2003,"","M17","C","7.3","Y","new","","44",NA,12,"C","MA-03_C"
"28/01/2004","Majura",2004,"","M01","A","6.4","Y","new","","30",NA,1,"A","MA-01_A"
"30/01/2004","Majura",2004,"","M03","A","7.4","Y","new","","30.4",NA,2,"A","MA-01_A"
"30/01/2004","Majura",2004,"","M02","A","4.7","Y","new","","27.8",NA,2,"A","MA-01_A"
"2/02/2004","Majura",2004,"","M03","A","7.4","Y","recap","",NA,NA,3,"A","MA-01_A"
"2/02/2004","Majura",2004,"","M01","A","6.4","Y","recap","",NA,NA,3,"A","MA-01_A"
"2/02/2004","Majura",2004,"","M04","C","2.6","Y","new","","41.6",NA,3,"C","MA-03_C"
"4/02/2004","Majura",2004,"","M06","A","6.4","Y","new","","28.3",NA,4,"A","MA-01_A"
"4/02/2004","Majura",2004,"","M05","A","4.8","Y","new","","26.4",NA,4,"A","MA-01_A"
"6/02/2004","Majura",2004,"","M07","A","6.7","Y","new","","51.3",NA,5,"A","MA-01_A"
"6/02/2004","Majura",2004,"","M03","A","7.4","Y","recap","",NA,NA,5,"A","MA-01_A"
"6/02/2004","Majura",2004,"","M06","A","6.4","Y","recap","",NA,NA,5,"A","MA-01_A"
"6/02/2004","Majura",2004,"","M04","C","3.5","Y","recap","",NA,NA,5,"C","MA-03_C"
"6/02/2004","Majura",2004,"","M02","A","4.7","Y","recap","",NA,NA,5,"A","MA-01_A"
"9/02/2004","Majura",2004,"","M09","A","6.7","Y","new","","26.7",NA,6,"A","MA-01_A"
"9/02/2004","Majura",2004,"","M08","A","6.2","Y","new","","35.2",NA,6,"A","MA-01_A"
"9/02/2004","Majura",2004,"","M06","A","6.4","Y","recap","",NA,NA,6,"A","MA-01_A"
"11/02/2004","Majura",2004,"","M09","A","6.7","Y","recap","",NA,NA,7,"A","MA-01_A"
"11/02/2004","Majura",2004,"","M10","A","7.7","Y","new","","53.9",NA,7,"A","MA-01_A"
"11/02/2004","Majura",2004,"","M06","A","6.4","Y","recap","",NA,NA,7,"A","MA-01_A"
"13/02/2004","Majura",2004,"","M10","A","7.8","Y","recap","",NA,NA,8,"A","MA-01_A"
"13/02/2004","Majura",2004,"","M11","A","2.3","Y","new","","33.1",NA,8,"A","MA-01_A"
"13/02/2004","Majura",2004,"","M02","A","4.7","Y","recap","",NA,NA,8,"A","MA-01_A"
"16/02/2004","Majura",2004,"","M12","A","7.5","Y","new","","33.1",NA,9,"A","MA-01_A"
"16/02/2004","Majura",2004,"","M11","A","2.3","Y","recap","",NA,NA,9,"A","MA-01_A"
"16/02/2004","Majura",2004,"","M13","B","6.6","Y","new","","24.9",NA,9,"B","MA-02_B"
"16/02/2004","Majura",2004,"","M09","A","6.7","Y","recap","",NA,NA,9,"A","MA-01_A"
"16/02/2004","Majura",2004,"","M14","D","2.8","Y","new","","33.2",NA,9,"D","MA-04_D"
"16/02/2004","Majura",2004,"","M02","A","4.7","Y","recap","",NA,NA,9,"A","MA-01_A"
"16/02/2004","Majura",2004,"","M07","A","6.6","Y","recap","",NA,NA,9,"A","MA-01_A"
"18/02/2004","Majura",2004,"","M11","A","2.3","Y","recap","",NA,NA,10,"A","MA-01_A"
"18/02/2004","Majura",2004,"","M09","A","6.7","Y","recap","",NA,NA,10,"A","MA-01_A"
"18/02/2004","Majura",2004,"","M12","A","7.4","Y","recap","",NA,NA,10,"A","MA-01_A"
"18/02/2004","Majura",2004,"","M02","A","3.7","Y","recap","",NA,NA,10,"A","MA-01_A"
"20/02/2004","Majura",2004,"","M02","A","3.7","Y","recap","",NA,NA,11,"A","MA-01_A"
"20/02/2004","Majura",2004,"","M17","A","2.6","Y","new","","30.7",NA,11,"A","MA-01_A"
"20/02/2004","Majura",2004,"","M11","A","2.3","Y","recap","",NA,NA,11,"A","MA-01_A"
"20/02/2004","Majura",2004,"","M12","A","7.4","Y","recap","",NA,NA,11,"A","MA-01_A"
"20/02/2004","Majura",2004,"","M15","A","7.1","Y","new","","34",NA,11,"A","MA-01_A"
"20/02/2004","Majura",2004,"","M16","A","7.6","Y","new","","53.1",NA,11,"A","MA-01_A"
"23/02/2004","Majura",2004,"","M09","A","6.7","Y","recap","",NA,NA,12,"A","MA-01_A"
"23/02/2004","Majura",2004,"","M02","A","3.7","Y","recap","",NA,NA,12,"A","MA-01_A"
"23/02/2004","Majura",2004,"","M12","A","7.5","Y","recap","",NA,NA,12,"A","MA-01_A"
"23/02/2004","Majura",2004,"","M15","A","7.1","Y","recap","",NA,NA,12,"A","MA-01_A"
"23/02/2004","Majura",2004,"","M04","C","5.1","Y","recap","",NA,NA,12,"C","MA-03_C"
"25/02/2004","Majura",2004,"","M16","A","7.7","Y","recap","",NA,NA,13,"A","MA-01_A"
"25/02/2004","Majura",2004,"","M12","A","7.4","Y","recap","",NA,NA,13,"A","MA-01_A"
"27/02/2004","Majura",2004,"","M11","A","2.3","Y","recap","",NA,NA,14,"A","MA-01_A"
"27/02/2004","Majura",2004,"","M12","A","7.5","Y","recap","",NA,NA,14,"A","MA-01_A"
"27/02/2004","Majura",2004,"","M15","A","7.1","Y","recap","",NA,NA,14,"A","MA-01_A"
"27/02/2004","Majura",2004,"","M09","A","6.7","Y","recap","",NA,NA,14,"A","MA-01_A"
"27/02/2004","Majura",2004,"","M02","A","3.7","Y","recap","",NA,NA,14,"A","MA-01_A"
"27/02/2004","Majura",2004,"","M18","D","5.7","Y","new","","33.4",NA,14,"D","MA-04_D"
"1/03/2004","Majura",2004,"","M04","C","1.3","Y","recap","",NA,NA,15,"C","MA-03_C"
"7/02/2006","Jerra West",2006,"12:15","4","E","7.4","Y","new","","47.8","5.96",1,"E","JW-01_E"
"7/02/2006","Jerra West",2006,"14:05","10","F","1.8","Y","new","","32.6","1.33",1,"F","JW-02_F"
"7/02/2006","Jerra West",2006,"13:15","7","F","3.1","Y","new","","34.9","1.63",1,"F","JW-02_F"
"7/02/2006","Jerra West",2006,"13:37","8","F","3.2","Y","new","","32.6","1.51",1,"F","JW-02_F"
"7/02/2006","Jerra West",2006,"13:54","9","F","3.3","Y","new","","32.3","2.27",1,"F","JW-02_F"
"7/02/2006","Jerra West",2006,"10:55","2","E","3.8","Y","new","","31.6","1.26",1,"E","JW-01_E"
"7/02/2006","Jerra West",2006,"13:05","6","F","3.1","Y","new","","36.9","2.12",1,"F","JW-02_F"
"7/02/2006","Jerra West",2006,"12:15","5","E","7.2","Y","new","","29.9","1.28",1,"E","JW-01_E"
"7/02/2006","Jerra West",2006,"10:31","1","E","1.8","Y","new","","29.1","1.08",1,"E","JW-01_E"
"7/02/2006","Jerra West",2006,"14:39","13","F","5.7","Y","new","","32.6","1.75",1,"F","JW-02_F"
"7/02/2006","Jerra West",2006,"15:03","14","F","5.3","Y","new","","52.3","5.67",1,"F","JW-02_F"
"7/02/2006","Jerra West",2006,"14:26","11","F","4.1","Y","new","","36.8","2.32",1,"F","JW-02_F"
"7/02/2006","Jerra West",2006,"14:39","12","F","3.7","Y","new","","54.3","5.89",1,"F","JW-02_F"
"7/02/2006","Jerra West",2006,"16:23","16","H","7.3","Y","new","","59.8","8.3",1,"H","JW-04_H"
"7/02/2006","Jerra West",2006,"15:55","15","G","1.8","Y","new","","48","6.06",1,"G","JW-03_G"
"7/02/2006","Jerra West",2006,"11:45","3","E","2.7","Y","new","","32.9","1.26",1,"E","JW-01_E"
"9/02/2006","Jerra West",2006,"12:55","23","F","2.1","Y","new","M","34","1.8",2,"F","JW-02_F"
"9/02/2006","Jerra West",2006,"11:59","21","E","7.2","Y","new","M","56.1","6.48",2,"E","JW-01_E"
"9/02/2006","Jerra West",2006,"12:15","22","E","7.5","Y","new","","23.3","0.61",2,"E","JW-01_E"
"9/02/2006","Jerra West",2006,"11:04","20","E","7.1","Y","new","F","38.7","2.13",2,"E","JW-01_E"
"9/02/2006","Jerra West",2006,"11:11","19","E","5.7","Y","new","","35.4","1.34",2,"E","JW-01_E"
"9/02/2006","Jerra West",2006,"10:42","17","E","3.4","Y","new","M","54.6","7.07",2,"E","JW-01_E"
"9/02/2006","Jerra West",2006,"16:32","30","H","7.8","Y","new","F","35.8","2.04",2,"H","JW-04_H"
"9/02/2006","Jerra West",2006,"14:02","8","F","4.1","Y","recap","",NA,NA,2,"F","JW-02_F"
"9/02/2006","Jerra West",2006,"13:04","24","F","4.5","Y","new","","30.97","2.42",2,"F","JW-02_F"
"9/02/2006","Jerra West",2006,"11:11","18","E","5.7","Y","new","F","30.48","1.7",2,"E","JW-01_E"
"9/02/2006","Jerra West",2006,"14:01","25","F","5.1","Y","new","F","33.6","2.1",2,"F","JW-02_F"
"9/02/2006","Jerra West",2006,"15:31","26","G","7.6","Y","new","F","30.7","1.03",2,"G","JW-03_G"
"9/02/2006","Jerra West",2006,"14:02","11","F","4.2","Y","recap","",NA,NA,2,"F","JW-02_F"
"9/02/2006","Jerra West",2006,"13:15","7","F","3.2","Y","recap","",NA,NA,2,"F","JW-02_F"
"9/02/2006","Jerra West",2006,"14:04","13","F","5.7","Y","recap","",NA,NA,2,"F","JW-02_F"
"9/02/2006","Jerra West",2006,"15:48","27","H","6.2","Y","new","","28.5","1.12",2,"H","JW-04_H"
"9/02/2006","Jerra West",2006,"15:48","28","H","7.2","Y","new","","29.1","0.76",2,"H","JW-04_H"
"9/02/2006","Jerra West",2006,"16:03","29","H","3.3","Y","new","","24.9","0.61",2,"H","JW-04_H"
"11/02/2006","Jerra West",2006,"9:02","31","E","7.7","Y","new","M","49","5.95",3,"E","JW-01_E"
"11/02/2006","Jerra West",2006,"14:33","29","H","3.3","Y","recap","",NA,NA,3,"H","JW-04_H"
"11/02/2006","Jerra West",2006,"9:51","32","F","2.3","Y","new","","33.6","1.42",3,"F","JW-02_F"
"11/02/2006","Jerra West",2006,"10:00","33","F","2.5","Y","new","","26.4","0.8",3,"F","JW-02_F"
"11/02/2006","Jerra West",2006,"9:04","2","E","3.8","Y","recap","",NA,NA,3,"E","JW-01_E"
"11/02/2006","Jerra West",2006,"9:14","20","E","7.2","Y","recap","",NA,NA,3,"E","JW-01_E"
"11/02/2006","Jerra West",2006,"11:44","37","F","7.4","Y","new","M","31.6","1.56",3,"F","JW-02_F"
"11/02/2006","Jerra West",2006,"12:56","38","G","4.7","Y","new","","28.5","0.77",3,"G","JW-03_G"
"11/02/2006","Jerra West",2006,"10:38","34","F","3.5","Y","new","F","55.6","6.33",3,"F","JW-02_F"
"11/02/2006","Jerra West",2006,"11:16","36","F","4.7","Y","new","F","31.7","1.51",3,"F","JW-02_F"
"11/02/2006","Jerra West",2006,"10:51","35","F","4.4","Y","new","F","34.6","1.84",3,"F","JW-02_F"
"11/02/2006","Jerra West",2006,"13:07","39","G","3.6","Y","new","","30.49","2.1",3,"G","JW-03_G"
"11/02/2006","Jerra West",2006,"14:27","41","H","3.2","Y","new","","27.9","1",3,"H","JW-04_H"
"11/02/2006","Jerra West",2006,"14:02","40","H","6.4","Y","new","","21.3","0.4",3,"H","JW-04_H"
"14/02/2006","Jerra West",2006,"10:05","48","E","2.8","Y","new","","27.7","1.05",4,"E","JW-01_E"
"14/02/2006","Jerra West",2006,"14:04","23","F","3.1","Y","recap","",NA,NA,4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"14:23","52","F","3.4","Y","new","","32","1.39",4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"10:55","44","E","2.7","Y","new","","26.1","0.25",4,"E","JW-01_E"
"14/02/2006","Jerra West",2006,"10:02","43","E","1.8","Y","new","F","59.6","7.76",4,"E","JW-01_E"
"14/02/2006","Jerra West",2006,"11:25","45","E","4.7","Y","new","F","38.1","2.59",4,"E","JW-01_E"
"14/02/2006","Jerra West",2006,"11:45","18","E","5.7","Y","recap","",NA,NA,4,"E","JW-01_E"
"14/02/2006","Jerra West",2006,"11:53","46","E","6.6","Y","new","F","28.2","0.85",4,"E","JW-01_E"
"14/02/2006","Jerra West",2006,"14:01","51","F","3.3","Y","new","","32.2","1.32",4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"13:02","55","F","1.1","Y","new","F","37.5","1.31",4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"13:25","33","F","2.5","Y","recap","",NA,NA,4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"13:28","49","F","2.8","Y","new","F","36.4","1.48",4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"11:03","59","E","2.3","Y","new","F","60","7.2",4,"E","JW-01_E"
"14/02/2006","Jerra West",2006,"13:52","50","F","1.8","Y","new","M","34.9","1.79",4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"15:09","54","F","5.2","Y","new","F","57.2","8.87",4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"16:00","56","F","7.4","Y","new","","32.9","1.46",4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"14:37","36","F","4.7","Y","recap","",NA,NA,4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"14:37","53","F","4.1","Y","new","F","62.8","6.17",4,"F","JW-02_F"
"14/02/2006","Jerra West",2006,"19:25","30","H","6.8","Y","recap","",NA,NA,4,"H","JW-04_H"
"14/02/2006","Jerra West",2006,"16:54","39","G","4.5","Y","recap","",NA,NA,4,"G","JW-03_G"
"14/02/2006","Jerra West",2006,"16:35","57","G","7.4","Y","new","M","57.3","6.17",4,"G","JW-03_G"
"14/02/2006","Jerra West",2006,"11:55","47","E","7.2","Y","new","F","39.5","2.66",4,"E","JW-01_E"
"14/02/2006","Jerra West",2006,"16:54","58","G","2.1","Y","new","","26.3","0.67",4,"G","JW-03_G"
"14/02/2006","Jerra West",2006,"19:03","60","H","4.1","Y","new","F","34.5","1.43",4,"H","JW-04_H"
"15/02/2006","Majura",2006,"","M01","D","1.5","Y","new","","26.5","3.15",5,"D","MA-04_D"
"16/02/2006","Jerra West",2006,"9:35","61","E","2.1","Y","new","F","40.7","3.44",5,"E","JW-01_E"
"16/02/2006","Jerra West",2006,"10:04","64","F","4.7","Y","new","","31.6","1.52",5,"F","JW-02_F"
"16/02/2006","Jerra West",2006,"13:01","70","H","3.2","Y","new","F","34.7","1.72",5,"H","JW-04_H"
"16/02/2006","Jerra West",2006,"10:29","62","F","3.1","Y","new","F","43.7","4.04",5,"F","JW-02_F"
"16/02/2006","Jerra West",2006,"10:42","65","F","5.3","Y","new","M","50.6","6.77",5,"F","JW-02_F"
"16/02/2006","Jerra West",2006,"12:29","66","G","2.2","Y","new","","25.8","0.9",5,"G","JW-03_G"
"16/02/2006","Jerra West",2006,"10:05","63","F","4.4","Y","new","F","38.6","2.29",5,"F","JW-02_F"
"16/02/2006","Jerra West",2006,"13:00","68","H","6.1","Y","new","","31","1.22",5,"H","JW-04_H"
"16/02/2006","Jerra West",2006,"13:02","27","H","6.2","Y","recap","",NA,NA,5,"H","JW-04_H"
"16/02/2006","Jerra West",2006,"13:02","69","H","7.3","Y","new","","23.8","0.8",5,"H","JW-04_H"
"16/02/2006","Jerra West",2006,"12:29","67","G","1.2","Y","new","","29.4","1.28",5,"G","JW-03_G"
"16/02/2006","Jerra West",2006,"13:35","73","H","6.3","Y","new","F","35.5","1.94",5,"H","JW-04_H"
"16/02/2006","Jerra West",2006,"13:35","71","H","7.5","Y","new","F","36","1.66",5,"H","JW-04_H"
"16/02/2006","Jerra West",2006,"13:23","72","H","2.1","Y","new","M","54.8","7.71",5,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"10:03","33","F","2.5","Y","recap","",NA,NA,6,"F","JW-02_F"
"18/02/2006","Jerra West",2006,"9:42","1","E","1.8","Y","recap","",NA,NA,6,"E","JW-01_E"
"18/02/2006","Jerra West",2006,"9:48","61","E","2.7","Y","recap","F",NA,NA,6,"E","JW-01_E"
"18/02/2006","Jerra West",2006,"14:57","81","H","1.1","Y","new","F","38.6","2.35",6,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"12:45","28","H","7.2","Y","recap","",NA,NA,6,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"10:51","56","F","7.4","Y","recap","",NA,NA,6,"F","JW-02_F"
"18/02/2006","Jerra West",2006,"14:44","80","H","7.4","Y","new","","30.6","1.24",6,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"12:42","75","H","6.1","Y","new","F","39.8","2.82",6,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"13:51","77","H","7.8","Y","new","","30.7","1.25",6,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"12:56","27","H","6.2","Y","recap","",NA,NA,6,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"11:25","74","G","7.1","Y","new","F","59.4","6.2",6,"G","JW-03_G"
"18/02/2006","Jerra West",2006,"13:00","76","H","7.3","Y","new","F","34","1.84",6,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"14:08","78","H","4.1","Y","new","","27.5","0.99",6,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"13:00","82","H","7.3","Y","new","","22.9","0.53",6,"H","JW-04_H"
"18/02/2006","Jerra West",2006,"14:25","79","H","5.4","Y","new","","30","1.11",6,"H","JW-04_H"
"20/02/2006","Majura",2006,"","M02","A","6.8","Y","new","","31","1.25",7,"A","MA-01_A"
"21/02/2006","Jerra West",2006,"9:39","1","E","1.8","Y","recap","",NA,NA,7,"E","JW-01_E"
"21/02/2006","Jerra West",2006,"12:28","87","F","5.4","Y","new","F","52.5","6.71",7,"F","JW-02_F"
"21/02/2006","Jerra West",2006,"12:41","88","F","6.6","Y","new","F","38.1","2.1",7,"F","JW-02_F"
"21/02/2006","Jerra West",2006,"9:49","61","E","2.5","Y","recap","F",NA,NA,7,"E","JW-01_E"
"21/02/2006","Jerra West",2006,"10:03","17","E","3.4","Y","recap","",NA,NA,7,"E","JW-01_E"
"21/02/2006","Jerra West",2006,"10:04","84","E","7.7","Y","new","","30","1.28",7,"E","JW-01_E"
"21/02/2006","Jerra West",2006,"10:18","83","E","5.8","Y","new","","31.2","1.42",7,"E","JW-01_E"
"21/02/2006","Jerra West",2006,"10:22","31","E","4.7","Y","recap","",NA,NA,7,"E","JW-01_E"
"21/02/2006","Jerra West",2006,"10:34","90","E","6.7","Y","new","F","40.4","2.23",7,"E","JW-01_E"
"21/02/2006","Jerra West",2006,"15:25","95","H","1.8","Y","new","F","32.5","1.06",7,"H","JW-04_H"
"21/02/2006","Jerra West",2006,"11:47","85","F","4.7","Y","new","F","34.4","1.81",7,"F","JW-02_F"
"21/02/2006","Jerra West",2006,"11:47","14","F","3.2","Y","recap","M",NA,NA,7,"F","JW-02_F"
"21/02/2006","Jerra West",2006,"12:08","35","F","4.5","Y","recap","F",NA,NA,7,"F","JW-02_F"
"21/02/2006","Jerra West",2006,"12:14","86","F","5.3","Y","new","F","39.1","2.23",7,"F","JW-02_F"
"21/02/2006","Jerra West",2006,"14:03","67","G","1.2","Y","recap","",NA,NA,7,"G","JW-03_G"
"21/02/2006","Jerra West",2006,"12:43","89","F","5.8","Y","new","","27.5","1.23",7,"F","JW-02_F"
"21/02/2006","Jerra West",2006,"13:58","91","G","4.7","Y","new","","26","1.32",7,"G","JW-03_G"
"21/02/2006","Jerra West",2006,"13:58","206","G","4.7","Y","new","M","54.3","6.47",7,"G","JW-03_G"
"21/02/2006","Jerra West",2006,"15:25","94","H","2.4","Y","new","","26.8","0.71",7,"H","JW-04_H"
"21/02/2006","Jerra West",2006,"15:18","93","H","3.6","Y","new","","24.8","0.63",7,"H","JW-04_H"
"21/02/2006","Jerra West",2006,"14:52","92","H","7.2","Y","new","","25.2","1.02",7,"H","JW-04_H"
"22/02/2006","Majura",2006,"","M03","C","1.6","Y","new","","36.3","1.93",8,"C","MA-03_C"
"22/02/2006","Majura",2006,"","M04","D","5.1","Y","new","F","56.2","5.82",8,"D","MA-04_D"
"23/02/2006","Jerra West",2006,"9:58","96","E","4.3","Y","new","F","39.1","2.35",8,"E","JW-01_E"
"23/02/2006","Jerra West",2006,"10:57","97","F","2.1","Y","new","F","35.2","1.48",8,"F","JW-02_F"
"23/02/2006","Jerra West",2006,"10:57","98","F","1.2","Y","new","M","43","2.73",8,"F","JW-02_F"
"23/02/2006","Jerra West",2006,"10:05","90","E","6.8","Y","recap","",NA,NA,8,"E","JW-01_E"
"23/02/2006","Jerra West",2006,"12:15","14","F","5.3","Y","recap","M",NA,NA,8,"F","JW-02_F"
"23/02/2006","Jerra West",2006,"9:52","83","E","5.8","Y","recap","",NA,NA,8,"E","JW-01_E"
"23/02/2006","Jerra West",2006,"13:15","26","G","2.6","Y","recap","",NA,NA,8,"G","JW-03_G"
"23/02/2006","Jerra West",2006,"10:11","84","E","7.7","Y","recap","",NA,NA,8,"E","JW-01_E"
"23/02/2006","Jerra West",2006,"13:46","68","H","6.1","Y","recap","",NA,NA,8,"H","JW-04_H"
"23/02/2006","Jerra West",2006,"13:48","101","H","7.3","Y","new","","29.3","0.89",8,"H","JW-04_H"
